base_angle, blade_angle,camera_01,camera_02
254.529757520237,5.181848307751332,image_01_1.jpg,image_02_1.jpg
303.96832074345764,102.17131349119032,image_01_2.jpg,image_02_2.jpg
248.93740793044736,14.160724078390047,image_01_3.jpg,image_02_3.jpg
316.15184319911066,93.75308672028493,image_01_4.jpg,image_02_4.jpg
26.231464755637756,87.5503472955562,image_01_5.jpg,image_02_5.jpg
216.7550805884348,46.29944471061662,image_01_6.jpg,image_02_6.jpg
253.00679761304,100.20165353719231,image_01_7.jpg,image_02_7.jpg
303.325225784259,1.2850992762101308,image_01_8.jpg,image_02_8.jpg
151.95721310705363,69.31385480467657,image_01_9.jpg,image_02_9.jpg
177.47306276839802,71.53467343731467,image_01_10.jpg,image_02_10.jpg
346.2662354690136,92.32663384903064,image_01_11.jpg,image_02_11.jpg
311.71251418771493,6.494250428544399,image_01_12.jpg,image_02_12.jpg
269.5977862489076,77.13054056776998,image_01_13.jpg,image_02_13.jpg
264.1765006955744,86.87469403331278,image_01_14.jpg,image_02_14.jpg
179.28186492374098,119.7020821954158,image_01_15.jpg,image_02_15.jpg
171.63304875762063,88.61451142194333,image_01_16.jpg,image_02_16.jpg
203.6919566178852,14.80060234641012,image_01_17.jpg,image_02_17.jpg
77.07964736231206,9.977388879498896,image_01_18.jpg,image_02_18.jpg
275.87149772034417,114.13616899051775,image_01_19.jpg,image_02_19.jpg
293.82945402764784,51.69524908517037,image_01_20.jpg,image_02_20.jpg
182.9421855086414,108.11491457539938,image_01_21.jpg,image_02_21.jpg
215.4568255032198,98.88000689032536,image_01_22.jpg,image_02_22.jpg
10.837143801406752,5.833663334753756,image_01_23.jpg,image_02_23.jpg
176.7569642704395,93.33623736386495,image_01_24.jpg,image_02_24.jpg
12.928578513520767,42.558381234395725,image_01_25.jpg,image_02_25.jpg
86.50924247466058,89.22080937987491,image_01_26.jpg,image_02_26.jpg
294.7333812847719,70.12333657712784,image_01_27.jpg,image_02_27.jpg
2.4905277892507494,53.221878788274566,image_01_28.jpg,image_02_28.jpg
230.39351713696752,25.15685211879847,image_01_29.jpg,image_02_29.jpg
29.47375635863392,77.356229492416,image_01_30.jpg,image_02_30.jpg
340.4484813664258,95.4919199666032,image_01_31.jpg,image_02_31.jpg
256.4872145220437,54.64158915925013,image_01_32.jpg,image_02_32.jpg
324.3358014345554,74.84837400247653,image_01_33.jpg,image_02_33.jpg
85.14757315685587,66.50501974440289,image_01_34.jpg,image_02_34.jpg
30.103185328831408,106.87395278612424,image_01_35.jpg,image_02_35.jpg
204.28166267056176,2.435201217562124,image_01_36.jpg,image_02_36.jpg
19.379189929835356,68.98062026713397,image_01_37.jpg,image_02_37.jpg
338.24282645467514,119.3777618476177,image_01_38.jpg,image_02_38.jpg
324.0130714764323,13.014396606369312,image_01_39.jpg,image_02_39.jpg
126.7862277065185,115.32464982487932,image_01_40.jpg,image_02_40.jpg
131.81316058435544,99.56329689711264,image_01_41.jpg,image_02_41.jpg
224.00745263481767,92.95185951753709,image_01_42.jpg,image_02_42.jpg
185.06685890884887,30.177136806921297,image_01_43.jpg,image_02_43.jpg
232.31411874775725,92.16505345467024,image_01_44.jpg,image_02_44.jpg
337.05014031265614,115.15374291018672,image_01_45.jpg,image_02_45.jpg
326.46122883824347,115.9337723196505,image_01_46.jpg,image_02_46.jpg
67.63213866075094,48.35470244567327,image_01_47.jpg,image_02_47.jpg
302.6104896689267,43.43744282871137,image_01_48.jpg,image_02_48.jpg
69.91655761873191,51.83982652074764,image_01_49.jpg,image_02_49.jpg
329.6100586061699,17.86272902991937,image_01_50.jpg,image_02_50.jpg
17.421557226220344,111.54482927996781,image_01_51.jpg,image_02_51.jpg
11.039942754486255,80.1700979995046,image_01_52.jpg,image_02_52.jpg
123.86894780522768,101.4327619467674,image_01_53.jpg,image_02_53.jpg
210.63424248929033,7.063857773177729,image_01_54.jpg,image_02_54.jpg
301.64540817470333,41.93499532480401,image_01_55.jpg,image_02_55.jpg
50.68673892600609,1.2819516319690383,image_01_56.jpg,image_02_56.jpg
92.75127397382417,7.913101653945875,image_01_57.jpg,image_02_57.jpg
202.0961886195201,27.21211879096225,image_01_58.jpg,image_02_58.jpg
327.5395786559857,93.88173879893401,image_01_59.jpg,image_02_59.jpg
38.956079096332495,76.65882094510472,image_01_60.jpg,image_02_60.jpg
274.8301880724473,116.50778794002964,image_01_61.jpg,image_02_61.jpg
79.84077620697248,100.74052909476364,image_01_62.jpg,image_02_62.jpg
179.02667418201895,88.47871151164554,image_01_63.jpg,image_02_63.jpg
205.66064670642655,89.23188134305353,image_01_64.jpg,image_02_64.jpg
22.89279137758735,54.04881589704414,image_01_65.jpg,image_02_65.jpg
132.8422601115993,52.83921898392264,image_01_66.jpg,image_02_66.jpg
116.12018846905188,105.85560913338328,image_01_67.jpg,image_02_67.jpg
229.80324613462375,97.2375692656131,image_01_68.jpg,image_02_68.jpg
78.22872088679999,29.375189755016812,image_01_69.jpg,image_02_69.jpg
352.1973545970752,7.56887802536915,image_01_70.jpg,image_02_70.jpg
294.557639887254,9.435882906100906,image_01_71.jpg,image_02_71.jpg
33.98849493811981,101.2873659865316,image_01_72.jpg,image_02_72.jpg
36.688458905735,94.65522972621773,image_01_73.jpg,image_02_73.jpg
350.83068463747577,49.706846883561376,image_01_74.jpg,image_02_74.jpg
88.1291559648736,90.07167371300417,image_01_75.jpg,image_02_75.jpg
220.07243022191457,85.50950596210743,image_01_76.jpg,image_02_76.jpg
2.5500997483810735,104.61432008000224,image_01_77.jpg,image_02_77.jpg
76.71581429185665,74.36990946161804,image_01_78.jpg,image_02_78.jpg
